,document,relevant,recall,precision,f-measure
0,D002,True,0.077,1.0,0.143
1,D507,True,0.154,1.0,0.267
2,D118,True,0.231,1.0,0.375
3,D327,True,0.308,1.0,0.471
4,D194,False,0.308,0.8,0.444
5,D596,False,0.308,0.667,0.421
6,D591,False,0.308,0.571,0.4
7,D285,False,0.308,0.5,0.381
8,D170,False,0.308,0.444,0.364
9,D465,False,0.308,0.4,0.348
10,D578,False,0.308,0.364,0.333
11,D588,False,0.308,0.333,0.32
12,D033,False,0.308,0.308,0.308
13,D007,True,0.385,0.357,0.37
